1.179999, 0, 0, 30.44272, 2.649128, 0, 9718.462, -746.9425, -6.713542, 0.01916307, 0.1562024, 134.33, 2.100001, 1.704499, 29.48458
1.769999, -0.2458187, 0.0775826, 46.79186, 2.817183, 0.0207379013438188724172758832, 24217.89, -752.2191, -6.713542, 0.01916307, 0.1562024, 213.0645, 2.099206, 1.69954, 30.41555
 
1.779999, -0.3274411, 0.07512441, 47.07038, 2.815292, 0.0342583670928595838070995584, 24526.78, -752.3091, -6.713542, 0.01916307, 0.1562024, 214.4405, 2.098689, 1.699456, 30.43133
 
1.789999, -0.4052746, 0.07185, 47.34848, 2.81325, 0.0470824382887218677774477683, 24837.35, -752.3992, -6.713542, 0.01916307, 0.1562024, 215.8156, 2.098199, 1.699372, 30.44711
 
1.799999, -0.4784098, 0.06779726, 47.62644, 2.811357, 0.0590777536739260478144760726, 25149.58, -752.489, -6.713542, 0.01916307, 0.1562024, 217.19, 2.097741, 1.699288, 30.46289
 
1.809999, -0.5460119, 0.06301316, 47.90366, 2.809014, 0.0701270275836011112949762012, 25463.43, -752.5792, -6.713542, 0.01916307, 0.1562024, 218.5633, 2.09732, 1.699204, 30.47867
 
1.819999, -0.6072642, 0.05755304, 48.18071, 2.806819, 0.0801185119691670573658268786, 25778.91, -752.6693, -6.713542, 0.01916307, 0.1562024, 219.9357, 2.09694, 1.69912, 30.49445
 
1.829999, -0.661424, 0.0514804, 48.45716, 2.804323, 0.0889547482777030184714200623, 26095.99, -752.7595, -6.713542, 0.01916307, 0.1562024, 221.3071, 2.096604, 1.699036, 30.51023
 
1.839999, -0.7078245, 0.04486616, 48.73393, 2.802426, 0.0965520783249574894472060449, 26414.75, -752.8494, -6.713542, 0.01916307, 0.1562024, 222.6778, 2.096315, 1.698952, 30.52601
 
1.849999, -0.7458726, 0.03778792, 49.01063, 2.80068, 0.1028408189835602077592202518, 26735.18, -752.9396, -6.713542, 0.01916307, 0.1562024, 224.0479, 2.096077, 1.698867, 30.54178
 
1.859999, -0.7750469, 0.03032919, 49.28707, 2.798932, 0.1077644236796075739893087071, 27057.28, -753.0298, -6.713542, 0.01916307, 0.1562024, 225.4173, 2.09589, 1.698783, 30.55756
 
1.869999, -0.7949297, 0.02257872, 49.56287, 2.796883, 0.1112839893485095969352866553, 27380.95, -753.1198, -6.713542, 0.01916307, 0.1562024, 226.7856, 2.095757, 1.698699, 30.57334
 
1.879999, -0.8052176, 0.01462943, 49.83805, 2.794533, 0.1133784311231965332041351557, 27706.18, -753.21, -6.713542, 0.01916307, 0.1562024, 228.1529, 2.095677, 1.698615, 30.58912
 
1.889999, -0.8056843, 0.006577251, 50.11275, 2.792032, 0.1140392591566143258311815207, 28032.97, -753.3004, -6.713542, 0.01916307, 0.1562024, 229.5192, 2.095652, 1.698531, 30.6049
 
1.899999, -0.7962584, -0.001479592, 50.38745, 2.789831, 0.1132808502885281355778078854, 28361.33, -753.3906, -6.713542, 0.01916307, 0.1562024, 230.8845, 2.095681, 1.698447, 30.62068
 
1.909999, -0.7769503, -0.009442176, 50.6618, 2.787626, 0.1111299318152225266748271348, 28691.26, -753.4807, -6.713542, 0.01916307, 0.1562024, 232.2489, 2.095763, 1.698363, 30.63646
 
1.919999, -0.7479071, -0.01721168, 50.93587, 2.785423, 0.1076317829209901119096984378, 29022.76, -753.571, -6.713542, 0.01916307, 0.1562024, 233.6123, 2.095895, 1.698279, 30.65224
 
1.929999, -0.709393, -0.02469075, 51.20964, 2.783218, 0.1028474047291149893733947411, 29355.84, -753.6613, -6.713542, 0.01916307, 0.1562024, 234.9749, 2.096077, 1.698195, 30.66802
 
1.939999, -0.6618145, -0.03178468, 51.48357, 2.781465, 0.0968561406250360975553691584, 29690.5, -753.7517, -6.713542, 0.01916307, 0.1562024, 236.3367, 2.096304, 1.698111, 30.6838
 
1.949998, -0.6056929, -0.03840283, 51.7569, 2.779408, 0.0897506627046920189802593763, 30026.74, -753.8419, -6.713542, 0.01916307, 0.1562024, 237.6976, 2.096574, 1.698027, 30.69958
 
1.959998, -0.541665, -0.04445976, 52.03031, 2.777652, 0.0816367446798484182519844293, 30364.6, -753.9323, -6.713542, 0.01916307, 0.1562024, 239.058, 2.096882, 1.697943, 30.71536
 
1.969998, -0.4705085, -0.04987641, 52.30377, 2.776197, 0.0726357075130489928445512705, 30704.09, -754.0227, -6.713542, 0.01916307, 0.1562024, 240.4179, 2.097224, 1.697859, 30.73114
 
1.979998, -0.3931083, -0.05458149, 52.57698, 2.77474, 0.0628792311777503180695534546, 31045.2, -754.1131, -6.713542, 0.01916307, 0.1562024, 241.7771, 2.097596, 1.697775, 30.74691
 
1.989998, -0.3104325, -0.05851258, 52.85051, 2.773734, 0.0525055289865016716306945439, 31388.07, -754.2034, -6.713542, 0.01916307, 0.1562024, 243.1363, 2.097992, 1.697691, 30.76269
 
1.999998, -0.2235804, -0.0616169, 53.12466, 2.773481, 0.0416653219277588458083573290, 31732.7, -754.2938, -6.713542, 0.01916307, 0.1562024, 244.4956, 2.098405, 1.697607, 30.77847
 
2.009999, -0.1337301, -0.06385271, 53.39839, 2.772927, 0.0305139951652132612842307626, 32079.09, -754.3843, -6.713542, 0.01916307, 0.1562024, 245.8548, 2.098832, 1.697523, 30.79425
 
2.019999, -0.0421405, -0.06519, 53.6725, 2.772824, 0.0192123142594543000036680824, 32427.32, -754.4746, -6.713542, 0.01916307, 0.1562024, 247.2144, 2.099264, 1.697439, 30.81003
 
2.029999, 0.04990254, -0.06561141, 53.94672, 2.772871, 0.0079188576746693641069450361, 32777.39, -754.5651, -6.713542, 0.01916307, 0.1562024, 248.5742, 2.099697, 1.697355, 30.82581
 
2.039999, 0.1410346, -0.06511238, 54.221, 2.77307, -0.0032053050710646457860011554, 33129.29, -754.6556, -6.713542, 0.01916307, 0.1562024, 249.9344, 2.099878, 1.697271, 30.84159
 
2.049999, 0.2296225, -0.06370204, 54.49467, 2.772816, -0.0140019868151526857935127838, 33482.88, -754.7463, -6.713542, 0.01916307, 0.1562024, 251.2944, 2.099464, 1.697186, 30.85737
 
2.059999, 0.3142331, -0.06140582, 54.76737, 2.771807, -0.0243171929120637703843278682, 33838.14, -754.8367, -6.713542, 0.01916307, 0.1562024, 252.6541, 2.099069, 1.697103, 30.87315
 
2.069999, 0.3936065, -0.05826348, 55.04005, 2.77095, -0.0340075322906750965697048947, 34195.09, -754.9272, -6.713542, 0.01916307, 0.1562024, 254.0135, 2.098698, 1.697018, 30.88893
 
2.079998, 0.4665326, -0.05432742, 55.31293, 2.770393, -0.0429377159190901645169906478, 34553.8, -755.0179, -6.713542, 0.01916307, 0.1562024, 255.3731, 2.098357, 1.696934, 30.90471
 
2.089998, 0.53191, -0.04966209, 55.586, 2.770138, -0.0509871215876093039460652293, 34914.3, -755.1085, -6.713542, 0.01916307, 0.1562024, 256.7328, 2.09805, 1.69685, 30.92049
 
2.099998, 0.5887088, -0.04434299, 55.85925, 2.770184, -0.0580455909103712783642123603, 35276.58, -755.1989, -6.713542, 0.01916307, 0.1562024, 258.0928, 2.09778, 1.696766, 30.93627
 
2.109998, 0.6360385, -0.03845591, 56.13175, 2.769627, -0.0640208186366797460825300243, 35640.55, -755.2897, -6.713542, 0.01916307, 0.1562024, 259.4525, 2.097553, 1.696682, 30.95205
 
2.119998, 0.6731399, -0.03209552, 56.40408, 2.769069, -0.0688370424894215826684472724, 36006.21, -755.3803, -6.713542, 0.01916307, 0.1562024, 260.8122, 2.097369, 1.696598, 30.96782
 
2.129998, 0.6994171, -0.02536412, 56.67625, 2.768512, -0.0724383622410744379227886752, 36373.57, -755.4711, -6.713542, 0.01916307, 0.1562024, 262.1717, 2.097232, 1.696514, 30.9836
 
2.139998, 0.7144153, -0.01836995, 56.94824, 2.767952, -0.0747859796399737019049754881, 36742.64, -755.5616, -6.713542, 0.01916307, 0.1562024, 263.5312, 2.097143, 1.69643, 30.99938
 
2.149998, 0.7178716, -0.0112258, 57.22009, 2.767394, -0.0758632818372526280803429717, 37113.4, -755.6523, -6.713542, 0.01916307, 0.1562024, 264.8906, 2.097102, 1.696346, 31.01516
 
2.159998, 0.7097065, -0.004047083, 57.49195, 2.766986, -0.0756744788187964802920606341, 37485.88, -755.7431, -6.713542, 0.01916307, 0.1562024, 266.25, 2.097109, 1.696262, 31.03094
 
2.169998, 0.6899952, 0.003049982, 57.76457, 2.767333, -0.0742405506387471750365873101, 37860.29, -755.8339, -6.713542, 0.01916307, 0.1562024, 267.6101, 2.097163, 1.696178, 31.04672
 
2.179998, 0.6590174, 0.009949934, 58.03778, 2.768283, -0.0716048025046134723432842578, 38236.61, -755.9245, -6.713542, 0.01916307, 0.1562024, 268.971, 2.097264, 1.696094, 31.0625
 
2.189998, 0.6172341, 0.01654011, 58.311, 2.769235, -0.0678292312624811609251474368, 38614.86, -756.0153, -6.713542, 0.01916307, 0.1562024, 270.3326, 2.097408, 1.69601, 31.07828
 
2.199998, 0.5653035, 0.02271245, 58.58437, 2.770338, -0.0629956434015652485711368649, 38995.01, -756.1061, -6.713542, 0.01916307, 0.1562024, 271.6949, 2.097592, 1.695926, 31.09406
 
2.209998, 0.5040504, 0.02836548, 58.85726, 2.770987, -0.0572015498812495554999801000, 39377.06, -756.1968, -6.713542, 0.01916307, 0.1562024, 273.0578, 2.097812, 1.695842, 31.10984
 
2.219998, 0.434464, 0.03340599, 59.13044, 2.771938, -0.0505594149717802585677986902, 39761, -756.2877, -6.713542, 0.01916307, 0.1562024, 274.4214, 2.098066, 1.695758, 31.12562
 
2.229998, 0.3577097, 0.03775062, 59.40344, 2.77274, -0.0431971279124356096239819354, 40146.82, -756.3787, -6.713542, 0.01916307, 0.1562024, 275.7856, 2.098347, 1.695674, 31.1414
 
2.239998, 0.2751047, 0.04132772, 59.67625, 2.77339, -0.0352549808054746444565703399, 40534.52, -756.4695, -6.713542, 0.01916307, 0.1562024, 277.1504, 2.09865, 1.69559, 31.15718
 
2.249998, 0.1880828, 0.04407877, 59.94915, 2.77419, -0.0268815285055380685505848773, 40924.08, -756.5602, -6.713542, 0.01916307, 0.1562024, 278.5157, 2.098971, 1.695506, 31.17295
 
2.259998, 0.09817858, 0.0459596, 60.22316, 2.775899, -0.0182316845181465361025746973, 41315.82, -756.6513, -6.713542, 0.01916307, 0.1562024, 279.8826, 2.099302, 1.695422, 31.18873
 
2.269998, 0.00698215, 0.04694138, 60.49805, 2.778366, -0.0094622350064428688769172644, 41709.69, -756.7422, -6.713542, 0.01916307, 0.1562024, 281.251, 2.099638, 1.695337, 31.20451
 
2.279998, -0.08381839, 0.04701121, 60.77353, 2.781287, -0.0007355594753981153182574490, 42105.68, -756.8333, -6.713542, 0.01916307, 0.1562024, 282.6208, 2.099973, 1.695253, 31.22029
 
2.289998, -0.1723919, 0.04617302, 61.04792, 2.783148, 0.0077879969889220438349409395, 42503.59, -756.924, -6.713542, 0.01916307, 0.1562024, 283.9912, 2.099702, 1.695169, 31.23607
 
2.299998, -0.2569378, 0.04444911, 61.32186, 2.784557, 0.0159567915683715123921678807, 42903.42, -757.0151, -6.713542, 0.01916307, 0.1562024, 285.3625, 2.099389, 1.695085, 31.25185
 
2.309998, -0.3358631, 0.04187973, 61.59578, 2.785966, 0.0236237680584722838506613811, 43305.16, -757.1061, -6.713542, 0.01916307, 0.1562024, 286.7343, 2.099095, 1.695001, 31.26763
 
2.319998, -0.4076713, 0.0385211, 61.86985, 2.787528, 0.0306522608842251422746318269, 43708.86, -757.1972, -6.713542, 0.01916307, 0.1562024, 288.1071, 2.098826, 1.694917, 31.28341
 
2.329998, -0.4710099, 0.03444438, 62.14392, 2.789088, 0.0369204058027501590468250793, 44114.52, -757.288, -6.713542, 0.01916307, 0.1562024, 289.4807, 2.098587, 1.694833, 31.29919
 
2.339998, -0.52469, 0.02973429, 62.41833, 2.790952, 0.0423226736657776031458155939, 44522.16, -757.3792, -6.713542, 0.01916307, 0.1562024, 290.8553, 2.09838, 1.694749, 31.31497
 
2.349998, -0.5676679, 0.02448739, 62.69318, 2.79312, 0.0467678772271621004575536628, 44931.95, -757.4703, -6.713542, 0.01916307, 0.1562024, 292.2312, 2.098211, 1.694665, 31.33075
 
2.359998, -0.5991316, 0.01881071, 62.96891, 2.796046, 0.0501871718629456970161061574, 45343.88, -757.5613, -6.713542, 0.01916307, 0.1562024, 293.6087, 2.09808, 1.694581, 31.34653
 
2.369998, -0.6184791, 0.01281939, 63.24446, 2.798671, 0.0525317322181525167132481102, 45757.96, -757.6525, -6.713542, 0.01916307, 0.1562024, 294.9876, 2.097991, 1.694497, 31.3623
 
2.379998, -0.6253155, 0.006634599, 63.52009, 2.801296, 0.0537720010474798598711350691, 46174.11, -757.7437, -6.713542, 0.01916307, 0.1562024, 296.3677, 2.097943, 1.694413, 31.37808
 
2.389998, -0.6195101, 0.0003814439, 63.7955, 2.80362, 0.0539024232658173609219429310, 46592.34, -757.8349, -6.713542, 0.01916307, 0.1562024, 297.749, 2.097938, 1.694329, 31.39386
 
2.399998, -0.6011883, -0.005813656, 64.07079, 2.805791, 0.0529402580684130156193149818, 47012.64, -757.9259, -6.713542, 0.01916307, 0.1562024, 299.1314, 2.097975, 1.694245, 31.40964
 
2.409998, -0.570718, -0.01182554, 64.34647, 2.808266, 0.0509236922981927354209677859, 47435, -758.0171, -6.713542, 0.01916307, 0.1562024, 300.5151, 2.098052, 1.694161, 31.42542
 
2.419998, -0.5287254, -0.01753272, 64.62206, 2.810592, 0.0479129235126694630802711561, 47859.43, -758.1084, -6.713542, 0.01916307, 0.1562024, 301.8999, 2.098167, 1.694077, 31.4412
 
2.429998, -0.4760362, -0.02281997, 64.89755, 2.812766, 0.0439844127418008742883161167, 48285.93, -758.1997, -6.713542, 0.01916307, 0.1562024, 303.2858, 2.098317, 1.693993, 31.45698
 
2.439998, -0.4137701, -0.02758034, 65.17346, 2.815243, 0.0392382039240305625298818080, 48714.61, -758.2908, -6.713542, 0.01916307, 0.1562024, 304.6733, 2.098498, 1.693909, 31.47276
 
2.449998, -0.3432201, -0.03171804, 65.4501, 2.818329, 0.0337874600824487318549768332, 49145.43, -758.3821, -6.713542, 0.01916307, 0.1562024, 306.0622, 2.098706, 1.693825, 31.48854
 
2.459998, -0.2658632, -0.03515024, 65.72688, 2.821416, 0.0277586030753610023176166694, 49578.45, -758.4734, -6.713542, 0.01916307, 0.1562024, 307.4525, 2.098937, 1.69374, 31.50432
 
2.469998, -0.1833738, -0.03780887, 66.00311, 2.823897, 0.0212920822244168398890994287, 50013.59, -758.5648, -6.713542, 0.01916307, 0.1562024, 308.8443, 2.099185, 1.693656, 31.5201
 
2.479998, -0.09750903, -0.03964261, 66.27943, 2.826377, 0.0145326686376060012660935594, 50450.86, -758.6559, -6.713542, 0.01916307, 0.1562024, 310.2373, 2.099443, 1.693573, 31.53588
 
2.489998, -0.01018256, -0.0406177, 66.55564, 2.828708, 0.0076350207756612803452326439, 50890.17, -758.7474, -6.713542, 0.01916307, 0.1562024, 311.6314, 2.099708, 1.693488, 31.55165
 
2.499998, 0.07669573, -0.04071953, 66.83245, 2.831494, 0.0007508778846212997293643083, 51331.71, -758.8387, -6.713542, 0.01916307, 0.1562024, 313.0271, 2.099972, 1.693404, 31.56743
 
2.509998, 0.1611013, -0.03995257, 67.14057, 2.834738, -0.00595863145183665637604, 51775.48, -759.2929, -6.713542, 0.01916307, 0.1562024, 314.4244, 2.10023, 1.69332, 31.58321
 
2.519998, 0.2409798, -0.03834156, 67.51182, 2.837829, -0.01230583513394988452606, 52221.51, -760.4864, -6.713542, 0.01916307, 0.1562024, 315.8234, 2.101382, 1.693236, 31.59899
 
